session_id,customer_id,session_date,channel,device,page_views,add_to_cart,checkout,purchase,bounce_flag
34481,5011,2025-12-04,Organic,Tablet,6,0,0,0,0
34482,3697,2025-06-30,Influencer,Desktop,11,0,0,0,0
34483,,2026-03-12,Google Ads,Mobile,8,0,0,0,0
34484,,2025-08-05,Google Ads,Mobile,12,0,0,0,0
34485,3059,2025-07-24,Influencer,Mobile,10,1,0,0,0
34486,2479,2026-01-21,Email,Mobile,4,0,0,0,0
34487,1131,2025-05-21,Influencer,Desktop,6,0,0,0,0
34488,,2025-05-12,Organic,Desktop,11,0,0,0,0
34489,2004,2025-04-27,Google Ads,Desktop,2,1,0,0,1
34490,2344,2025-12-06,Meta Ads,Mobile,12,0,0,0,0
34491,522,2025-06-18,Google Ads,Mobile,4,0,0,0,0
34492,8704,2025-11-09,Affiliate,Desktop,1,1,1,1,1
34493,3966,2025-01-14,Organic,Mobile,7,0,0,0,0
34494,2729,2026-02-22,Meta Ads,Mobile,13,1,1,0,0
34495,,2025-04-15,Google Ads,Mobile,1,0,0,0,1
34496,6997,2025-12-20,Meta Ads,Desktop,10,0,0,0,0
34497,,2025-10-23,Influencer,Mobile,7,1,0,0,0
34498,9452,2026-04-26,Google Ads,Mobile,11,1,1,0,0
34499,9926,2025-11-21,Meta Ads,Mobile,13,0,0,0,0
34500,5474,2025-01-15,Email,Mobile,13,0,0,0,0
34501,2605,2025-04-26,Google Ads,Mobile,9,1,0,0,0
34502,2494,2025-11-11,Email,Tablet,7,1,1,0,0
34503,2702,2025-01-14,Organic,Mobile,2,1,1,1,1
34504,6115,2025-02-04,Affiliate,Mobile,12,0,0,0,0
34505,346,2025-01-26,Google Ads,Mobile,13,0,0,0,0
34506,9601,2025-01-14,Organic,Mobile,1,0,0,0,1
34507,2496,2026-03-24,Email,Mobile,4,1,1,0,0
34508,49,2026-05-11,Google Ads,Desktop,3,0,0,0,0
34509,7376,2025-06-11,Organic,Desktop,11,1,0,0,0
34510,174,2025-03-24,Google Ads,Mobile,1,0,0,0,1
34511,,2025-07-20,Affiliate,Mobile,6,0,0,0,0
34512,6646,2025-12-11,Google Ads,Mobile,9,0,0,0,0
34513,9221,2025-01-12,Email,Mobile,10,0,0,0,0
34514,,2025-04-03,Affiliate,Desktop,10,0,0,0,0
34515,2264,2025-05-19,Influencer,Desktop,5,1,1,0,0
34516,,2026-03-20,Influencer,Mobile,2,0,0,0,1
34517,1594,2025-04-14,Influencer,Mobile,1,0,0,0,1
34518,2607,2025-12-10,Affiliate,Mobile,5,0,0,0,0
34519,4393,2026-02-19,Meta Ads,Mobile,5,0,0,0,0
34520,,2025-02-26,Influencer,Mobile,5,0,0,0,0
34521,1002,2025-10-24,Google Ads,Mobile,8,0,0,0,0
34522,6606,2025-03-27,Affiliate,Mobile,13,0,0,0,0
34523,1720,2026-02-06,Organic,Desktop,9,0,0,0,0
34524,,2025-03-12,Meta Ads,Desktop,1,1,0,0,1
34525,,2026-02-04,Influencer,Mobile,6,1,0,0,0
34526,596,2025-12-30,Affiliate,Desktop,10,0,0,0,0
34527,,2025-10-24,Affiliate,Tablet,6,0,0,0,0
34528,9083,2025-02-11,Google Ads,Tablet,12,0,0,0,0
34529,,2025-01-01,Email,Mobile,3,1,0,0,0
34530,7066,2026-02-04,Email,Desktop,11,1,0,0,0
34531,363,2025-08-10,Influencer,Desktop,9,0,0,0,0
34532,4447,2025-05-07,Meta Ads,Desktop,8,0,0,0,0
34533,,2026-01-02,Google Ads,Mobile,12,1,0,0,0
34534,,2025-06-29,Meta Ads,Mobile,3,0,0,0,0
34535,9784,2025-03-17,Google Ads,Tablet,4,0,0,0,0
34536,3621,2026-03-30,Influencer,Mobile,13,0,0,0,0
34537,5231,2026-01-26,Influencer,Tablet,5,0,0,0,0
34538,5047,2025-02-11,Meta Ads,Tablet,6,1,0,0,0
34539,5160,2025-01-27,Email,Mobile,8,0,0,0,0
34540,1321,2026-03-18,Meta Ads,Mobile,10,0,0,0,0
34541,8885,2025-06-27,Influencer,Mobile,10,1,1,1,0
34542,5319,2026-06-22,Google Ads,Desktop,6,1,1,1,0
34543,3018,2025-05-23,Email,Desktop,2,0,0,0,1
34544,6188,2026-02-02,Email,Mobile,6,0,0,0,0
34545,,2026-05-24,Organic,Mobile,4,1,1,1,0
34546,1622,2025-07-22,Organic,Desktop,7,0,0,0,0
34547,1829,2025-11-30,Email,Tablet,8,0,0,0,0
34548,3943,2025-10-24,Influencer,Desktop,2,0,0,0,1
34549,,2026-03-06,Google Ads,Mobile,7,0,0,0,0
34550,2030,2026-05-26,Affiliate,Mobile,4,0,0,0,0
34551,3029,2025-11-11,Email,Mobile,7,0,0,0,0
34552,7236,2025-06-24,Affiliate,Mobile,11,1,0,0,0
34553,8804,2026-05-10,Organic,Tablet,5,0,0,0,0
34554,,2025-01-02,Email,Mobile,4,0,0,0,0
34555,1142,2025-10-13,Organic,Desktop,9,1,0,0,0
34556,2248,2025-06-10,Email,Desktop,3,0,0,0,0
34557,3317,2025-08-21,Influencer,Mobile,1,0,0,0,1
34558,3495,2025-12-15,Meta Ads,Mobile,8,0,0,0,0
34559,6957,2025-03-10,Influencer,Mobile,9,0,0,0,0
34560,,2025-05-29,Email,Mobile,13,0,0,0,0
34561,,2026-02-07,Email,Mobile,10,0,0,0,0
34562,,2025-08-04,Organic,Mobile,11,1,0,0,0
34563,8632,2026-03-14,Influencer,Desktop,9,0,0,0,0
34564,194,2025-05-12,Google Ads,Desktop,13,1,1,1,0
34565,,2026-03-13,Google Ads,Mobile,5,0,0,0,0
34566,335,2025-02-19,Email,Mobile,3,1,1,1,0
34567,5493,2025-06-07,Influencer,Desktop,2,0,0,0,1
34568,,2026-02-17,Meta Ads,Tablet,12,1,1,0,0
34569,,2025-08-06,Affiliate,Mobile,10,0,0,0,0
34570,1429,2025-05-21,Organic,Mobile,4,0,0,0,0
34571,1961,2026-03-16,Google Ads,Mobile,12,0,0,0,0
34572,,2026-04-17,Google Ads,Mobile,1,0,0,0,1
34573,235,2025-09-23,Meta Ads,Mobile,10,0,0,0,0
34574,913,2026-03-16,Affiliate,Desktop,9,0,0,0,0
34575,14,2026-04-27,Meta Ads,Desktop,10,0,0,0,0
34576,9447,2025-11-23,Email,Desktop,13,0,0,0,0
34577,,2025-01-07,Organic,Mobile,3,1,0,0,0
34578,,2025-01-10,Email,Desktop,3,0,0,0,0
34579,7254,2025-02-05,Meta Ads,Tablet,7,0,0,0,0
34580,308,2026-01-19,Email,Desktop,10,1,0,0,0
34581,8619,2025-02-27,Email,Mobile,8,0,0,0,0
34582,4643,2026-02-09,Influencer,Desktop,7,1,1,1,0
34583,5149,2025-03-31,Influencer,Tablet,11,0,0,0,0
34584,2911,2026-06-14,Google Ads,Mobile,3,1,1,1,0
34585,,2026-06-04,Google Ads,Mobile,11,0,0,0,0
34586,,2025-11-18,Google Ads,Desktop,1,1,1,0,1
34587,9235,2025-06-05,Email,Mobile,5,0,0,0,0
34588,8946,2025-06-11,Meta Ads,Tablet,10,0,0,0,0
34589,2117,2025-09-30,Email,Desktop,5,0,0,0,0
34590,9610,2025-09-15,Affiliate,Mobile,3,0,0,0,0
34591,3486,2026-01-15,Affiliate,Mobile,3,1,0,0,0
34592,8874,2025-07-02,Affiliate,Mobile,2,1,0,0,1
34593,635,2026-02-02,Influencer,Mobile,9,0,0,0,0
34594,2072,2026-01-05,Email,Desktop,6,0,0,0,0
34595,7216,2026-06-22,Email,Mobile,13,1,0,0,0
34596,1350,2026-03-19,Google Ads,Mobile,7,0,0,0,0
34597,7606,2025-06-03,Affiliate,Mobile,5,0,0,0,0
34598,6918,2025-12-11,Google Ads,Desktop,2,0,0,0,1
34599,5016,2025-10-04,Email,Desktop,8,0,0,0,0
34600,6308,2025-01-11,Affiliate,Desktop,2,1,1,1,1
34601,8886,2026-04-25,Influencer,Mobile,13,1,0,0,0
34602,5231,2025-02-08,Affiliate,Desktop,2,0,0,0,1
34603,805,2026-06-06,Influencer,Desktop,10,0,0,0,0
34604,898,2025-04-26,Meta Ads,Mobile,5,1,0,0,0
34605,4495,2025-08-24,Organic,Mobile,11,0,0,0,0
34606,901,2026-02-03,Affiliate,Desktop,3,1,1,0,0
34607,8540,2026-06-05,Email,Mobile,1,0,0,0,1
34608,8464,2025-06-30,Influencer,Mobile,12,0,0,0,0
34609,5624,2025-12-03,Influencer,Desktop,8,0,0,0,0
34610,,2026-04-23,Organic,Mobile,8,0,0,0,0
34611,4740,2026-01-26,Influencer,Mobile,8,0,0,0,0
34612,4156,2025-10-14,Organic,Desktop,3,1,1,1,0
34613,,2026-04-15,Meta Ads,Tablet,12,1,0,0,0
34614,1492,2025-11-20,Affiliate,Mobile,9,0,0,0,0
34615,4054,2025-10-27,Organic,Mobile,6,1,0,0,0
34616,3483,2025-03-05,Affiliate,Mobile,5,1,0,0,0
34617,4186,2025-08-27,Organic,Mobile,6,1,0,0,0
34618,,2026-03-13,Meta Ads,Mobile,1,1,1,0,1
34619,4956,2025-07-29,Email,Desktop,9,1,0,0,0
34620,8308,2025-06-30,Google Ads,Desktop,4,0,0,0,0
34621,5879,2025-10-03,Organic,Mobile,13,1,0,0,0
34622,1910,2025-11-17,Affiliate,Mobile,8,1,1,1,0
34623,9101,2025-03-17,Organic,Mobile,5,1,1,0,0
34624,5967,2025-08-17,Affiliate,Mobile,9,1,0,0,0
34625,5828,2025-09-06,Influencer,Mobile,12,1,1,0,0
34626,5113,2025-04-12,Google Ads,Desktop,4,0,0,0,0
34627,2665,2026-01-01,Meta Ads,Desktop,7,0,0,0,0
34628,4536,2026-02-14,Meta Ads,Mobile,7,1,0,0,0
34629,9371,2025-09-09,Affiliate,Mobile,8,0,0,0,0
34630,6994,2025-10-21,Meta Ads,Mobile,11,0,0,0,0
34631,,2025-06-06,Organic,Mobile,3,1,1,1,0
34632,9065,2026-01-28,Meta Ads,Mobile,6,0,0,0,0
34633,8481,2025-08-25,Affiliate,Mobile,4,0,0,0,0
34634,8801,2026-04-09,Affiliate,Desktop,3,0,0,0,0
34635,3415,2025-08-07,Influencer,Mobile,10,0,0,0,0
34636,2042,2025-06-18,Affiliate,Mobile,7,0,0,0,0
34637,8216,2025-07-10,Meta Ads,Tablet,13,0,0,0,0
34638,,2026-06-25,Influencer,Mobile,1,0,0,0,1
34639,964,2025-01-18,Organic,Tablet,6,0,0,0,0
34640,,2026-01-02,Meta Ads,Mobile,13,0,0,0,0
34641,2924,2025-02-15,Meta Ads,Mobile,13,0,0,0,0
34642,2740,2025-11-25,Organic,Desktop,5,0,0,0,0
34643,7715,2025-05-09,Influencer,Mobile,3,0,0,0,0
34644,5846,2025-08-11,Email,Desktop,12,0,0,0,0
34645,7061,2026-04-24,Email,Mobile,3,1,1,1,0
34646,,2025-10-31,Email,Mobile,3,0,0,0,0
34647,2910,2026-05-07,Affiliate,Mobile,6,0,0,0,0
34648,8248,2025-12-13,Meta Ads,Mobile,10,0,0,0,0
34649,7950,2025-01-23,Meta Ads,Mobile,5,0,0,0,0
34650,3469,2025-03-18,Affiliate,Desktop,9,0,0,0,0
34651,4405,2025-05-26,Influencer,Desktop,6,0,0,0,0
34652,4377,2026-01-16,Affiliate,Desktop,3,1,0,0,0
34653,7052,2025-01-21,Affiliate,Mobile,9,0,0,0,0
34654,1729,2026-03-07,Influencer,Mobile,6,0,0,0,0
34655,2527,2025-10-20,Email,Mobile,5,0,0,0,0
34656,,2025-11-30,Affiliate,Mobile,10,0,0,0,0
34657,8520,2025-05-08,Affiliate,Desktop,1,0,0,0,1
34658,4964,2026-03-24,Affiliate,Mobile,8,1,1,0,0
34659,,2025-05-12,Meta Ads,Mobile,6,0,0,0,0
34660,3860,2025-03-29,Affiliate,Desktop,4,1,1,1,0
34661,7405,2025-07-17,Organic,Desktop,1,1,1,1,1
34662,2920,2026-03-16,Meta Ads,Mobile,7,0,0,0,0
34663,,2026-06-07,Affiliate,Mobile,7,0,0,0,0
34664,4388,2026-01-18,Email,Desktop,8,0,0,0,0
34665,3092,2025-07-26,Affiliate,Mobile,12,0,0,0,0
34666,7717,2025-10-31,Email,Mobile,8,1,1,0,0
34667,2572,2025-01-29,Influencer,Mobile,7,0,0,0,0
34668,3117,2025-10-04,Meta Ads,Mobile,1,0,0,0,1
34669,4388,2025-12-23,Email,Desktop,8,0,0,0,0
34670,8798,2026-01-17,Influencer,Desktop,9,0,0,0,0
34671,,2025-02-14,Google Ads,Mobile,7,0,0,0,0
34672,42,2025-05-03,Influencer,Mobile,12,1,0,0,0
34673,,2025-08-23,Organic,Desktop,4,1,0,0,0
34674,,2025-12-19,Influencer,Mobile,5,0,0,0,0
34675,6294,2025-07-20,Email,Desktop,13,1,1,0,0
34676,9104,2025-06-06,Google Ads,Mobile,13,0,0,0,0
34677,,2025-08-01,Meta Ads,Mobile,7,0,0,0,0
34678,5545,2025-11-16,Meta Ads,Mobile,3,0,0,0,0
34679,1010,2025-06-04,Organic,Desktop,6,0,0,0,0
34680,8424,2026-04-29,Email,Mobile,11,1,1,0,0
34681,7855,2025-07-27,Affiliate,Mobile,13,0,0,0,0
34682,,2026-03-30,Email,Desktop,7,0,0,0,0
34683,,2025-11-29,Meta Ads,Desktop,13,1,1,1,0
34684,,2025-01-15,Google Ads,Desktop,6,0,0,0,0
34685,1042,2026-01-22,Organic,Mobile,3,0,0,0,0
34686,2690,2026-04-18,Organic,Mobile,9,0,0,0,0
34687,2103,2026-01-14,Email,Desktop,13,0,0,0,0
34688,6886,2025-04-08,Google Ads,Mobile,12,1,0,0,0
34689,8040,2025-09-07,Email,Mobile,8,0,0,0,0
34690,1307,2025-04-16,Influencer,Desktop,3,0,0,0,0
34691,9988,2026-04-26,Organic,Desktop,2,1,0,0,1
34692,7556,2025-04-26,Email,Tablet,3,0,0,0,0
34693,7816,2025-09-02,Google Ads,Mobile,5,0,0,0,0
34694,,2025-03-15,Meta Ads,Mobile,8,0,0,0,0
34695,8824,2025-06-22,Email,Mobile,10,1,1,1,0
34696,1280,2025-08-05,Influencer,Mobile,6,0,0,0,0
34697,4368,2025-05-31,Affiliate,Mobile,2,0,0,0,1
34698,120,2025-07-26,Organic,Mobile,5,0,0,0,0
34699,,2026-06-18,Affiliate,Desktop,11,0,0,0,0
34700,1398,2025-11-05,Affiliate,Mobile,3,1,1,0,0
34701,7219,2025-09-19,Affiliate,Mobile,5,1,0,0,0
34702,6427,2025-09-01,Affiliate,Mobile,11,0,0,0,0
34703,2449,2025-02-15,Meta Ads,Desktop,4,1,0,0,0
34704,7349,2026-02-11,Google Ads,Desktop,2,0,0,0,1
34705,8222,2025-12-25,Influencer,Desktop,8,0,0,0,0
34706,8485,2025-10-16,Affiliate,Mobile,4,1,0,0,0
34707,,2025-10-27,Google Ads,Mobile,3,0,0,0,0
34708,2038,2025-12-04,Email,Mobile,6,0,0,0,0
34709,5908,2026-01-07,Influencer,Mobile,3,0,0,0,0
34710,8830,2026-03-09,Meta Ads,Tablet,12,0,0,0,0
34711,,2025-06-24,Meta Ads,Tablet,8,0,0,0,0
34712,429,2025-01-15,Influencer,Mobile,8,0,0,0,0
34713,1810,2026-01-12,Affiliate,Mobile,8,0,0,0,0
34714,6986,2026-01-14,Google Ads,Desktop,7,1,1,0,0
34715,5887,2025-05-24,Affiliate,Mobile,6,0,0,0,0
34716,7627,2026-02-05,Google Ads,Desktop,11,1,0,0,0
34717,729,2026-05-18,Affiliate,Mobile,9,1,0,0,0
34718,8024,2025-08-07,Google Ads,Mobile,3,0,0,0,0
34719,8380,2025-11-13,Google Ads,Mobile,13,0,0,0,0
34720,,2025-04-05,Email,Mobile,5,0,0,0,0
34721,1041,2025-08-17,Affiliate,Desktop,4,1,1,1,0
34722,7766,2025-06-17,Organic,Mobile,1,1,1,1,1
34723,8587,2026-04-02,Affiliate,Desktop,13,0,0,0,0
34724,,2025-05-01,Email,Mobile,11,1,1,0,0
34725,5978,2026-05-13,Meta Ads,Desktop,7,0,0,0,0
34726,1835,2025-01-24,Meta Ads,Desktop,10,0,0,0,0
34727,6185,2025-12-17,Influencer,Mobile,10,0,0,0,0
34728,,2025-03-06,Email,Desktop,6,0,0,0,0
34729,9424,2025-09-19,Meta Ads,Tablet,9,0,0,0,0
34730,600,2026-01-19,Influencer,Mobile,4,0,0,0,0
34731,6807,2026-06-15,Affiliate,Mobile,4,0,0,0,0
34732,9738,2025-05-09,Influencer,Mobile,11,0,0,0,0
34733,,2025-03-29,Influencer,Mobile,9,0,0,0,0
34734,,2026-01-05,Google Ads,Mobile,5,0,0,0,0
34735,650,2026-03-17,Organic,Mobile,8,0,0,0,0
34736,3376,2026-04-01,Organic,Mobile,2,0,0,0,1
34737,,2025-09-12,Influencer,Desktop,13,0,0,0,0
34738,8240,2025-06-26,Meta Ads,Mobile,9,1,0,0,0
34739,951,2026-05-26,Organic,Mobile,4,0,0,0,0
34740,8065,2026-01-31,Email,Desktop,10,0,0,0,0
34741,5376,2025-08-03,Organic,Mobile,1,1,0,0,1
34742,3605,2026-01-19,Affiliate,Mobile,6,0,0,0,0
34743,1964,2026-03-15,Email,Mobile,10,0,0,0,0
34744,,2025-04-10,Email,Mobile,6,0,0,0,0
34745,,2026-05-19,Google Ads,Mobile,1,0,0,0,1
34746,187,2025-06-01,Email,Desktop,4,1,0,0,0
34747,8522,2025-01-29,Affiliate,Desktop,2,1,0,0,1
34748,,2025-04-28,Organic,Mobile,12,0,0,0,0
34749,1556,2025-03-19,Affiliate,Mobile,7,1,1,0,0
34750,,2025-08-09,Influencer,Mobile,12,0,0,0,0
34751,8261,2025-11-24,Meta Ads,Desktop,3,0,0,0,0
34752,7078,2025-03-02,Meta Ads,Mobile,12,0,0,0,0
34753,8782,2025-08-24,Email,Desktop,2,0,0,0,1
34754,,2026-05-02,Email,Mobile,13,0,0,0,0
34755,5595,2025-12-19,Email,Desktop,10,0,0,0,0
34756,,2025-05-28,Meta Ads,Tablet,7,1,0,0,0
34757,,2025-07-16,Organic,Mobile,2,1,0,0,1
34758,,2025-06-20,Email,Mobile,3,0,0,0,0
34759,2687,2026-03-07,Email,Tablet,13,1,0,0,0
34760,,2025-09-12,Meta Ads,Mobile,7,0,0,0,0
34761,6120,2025-10-08,Affiliate,Desktop,6,0,0,0,0
34762,,2026-02-13,Google Ads,Mobile,1,0,0,0,1
34763,,2025-07-25,Affiliate,Mobile,13,1,1,0,0
34764,6232,2025-07-15,Email,Desktop,7,0,0,0,0
34765,1827,2026-04-15,Google Ads,Mobile,4,0,0,0,0
34766,,2025-03-31,Influencer,Mobile,4,0,0,0,0
34767,3057,2025-08-23,Meta Ads,Mobile,5,0,0,0,0
34768,6333,2025-02-13,Organic,Mobile,1,0,0,0,1
34769,9285,2025-08-13,Email,Mobile,12,0,0,0,0
34770,9111,2026-04-30,Google Ads,Desktop,4,0,0,0,0
34771,428,2025-03-24,Affiliate,Desktop,13,0,0,0,0
34772,9330,2025-01-06,Organic,Desktop,10,0,0,0,0
34773,7926,2025-01-24,Affiliate,Mobile,1,1,1,0,1
34774,,2025-12-08,Influencer,Desktop,3,1,0,0,0
34775,5692,2025-11-24,Meta Ads,Desktop,9,0,0,0,0
34776,8016,2026-06-27,Organic,Mobile,7,1,0,0,0
34777,4340,2025-04-18,Organic,Mobile,11,0,0,0,0
34778,,2025-05-23,Google Ads,Desktop,10,1,1,1,0
34779,7190,2025-03-20,Affiliate,Desktop,12,0,0,0,0
34780,4328,2026-03-12,Influencer,Tablet,7,0,0,0,0
34781,865,2025-10-19,Affiliate,Mobile,5,0,0,0,0
34782,,2025-06-04,Email,Mobile,12,0,0,0,0
34783,,2025-06-27,Email,Desktop,3,0,0,0,0
34784,,2025-02-18,Organic,Desktop,1,0,0,0,1
34785,1164,2025-06-13,Meta Ads,Mobile,4,0,0,0,0
34786,1431,2025-07-13,Organic,Mobile,8,0,0,0,0
34787,5460,2025-06-17,Google Ads,Mobile,5,0,0,0,0
34788,3902,2026-03-05,Influencer,Desktop,2,0,0,0,1
34789,,2025-02-16,Organic,Mobile,8,1,1,0,0
34790,782,2026-05-15,Affiliate,Mobile,7,1,0,0,0
34791,,2025-08-20,Affiliate,Mobile,13,0,0,0,0
34792,,2025-03-10,Email,Mobile,5,0,0,0,0
34793,3548,2025-01-15,Email,Desktop,7,0,0,0,0
34794,1128,2025-06-30,Affiliate,Mobile,8,0,0,0,0
34795,1720,2025-12-03,Influencer,Mobile,12,0,0,0,0
34796,,2025-03-16,Google Ads,Desktop,1,1,0,0,1
34797,,2026-05-15,Meta Ads,Desktop,9,0,0,0,0
34798,1327,2025-11-12,Affiliate,Desktop,5,1,1,1,0
34799,1004,2026-02-28,Meta Ads,Desktop,8,0,0,0,0
34800,3117,2025-12-15,Organic,Mobile,9,0,0,0,0
34801,,2025-03-06,Meta Ads,Mobile,1,1,0,0,1
34802,,2026-03-16,Meta Ads,Desktop,10,0,0,0,0
34803,,2025-07-15,Meta Ads,Tablet,8,0,0,0,0
34804,,2025-02-05,Organic,Mobile,11,0,0,0,0
34805,,2025-03-20,Meta Ads,Desktop,10,0,0,0,0
34806,6886,2025-07-13,Organic,Mobile,5,0,0,0,0
34807,6362,2025-11-03,Google Ads,Mobile,2,0,0,0,1
34808,8945,2026-05-17,Influencer,Mobile,12,0,0,0,0
34809,5140,2025-08-11,Email,Mobile,9,0,0,0,0
34810,7507,2025-08-15,Meta Ads,Mobile,2,0,0,0,1
34811,7628,2025-03-25,Organic,Mobile,9,0,0,0,0
34812,,2025-03-04,Google Ads,Mobile,13,1,1,0,0
34813,1723,2025-07-07,Organic,Mobile,4,1,1,0,0
34814,186,2026-01-27,Affiliate,Desktop,13,0,0,0,0
34815,2866,2025-08-19,Meta Ads,Desktop,12,1,1,1,0
34816,9589,2025-12-02,Google Ads,Mobile,9,0,0,0,0
34817,2017,2025-05-03,Email,Mobile,1,1,0,0,1
34818,721,2025-02-05,Meta Ads,Mobile,9,1,1,0,0
34819,4679,2025-07-01,Influencer,Mobile,13,0,0,0,0
34820,1253,2026-01-01,Google Ads,Mobile,4,1,1,1,0
34821,,2026-03-03,Organic,Desktop,8,0,0,0,0
34822,667,2025-04-10,Organic,Mobile,4,0,0,0,0
34823,9809,2026-03-06,Affiliate,Tablet,8,1,1,0,0
34824,167,2025-08-02,Affiliate,Desktop,11,0,0,0,0
34825,9758,2026-01-27,Email,Mobile,8,1,0,0,0
34826,4194,2025-01-12,Organic,Mobile,12,0,0,0,0
34827,,2026-02-15,Affiliate,Desktop,5,1,0,0,0
34828,,2025-09-06,Email,Desktop,13,0,0,0,0
34829,9971,2025-11-24,Organic,Desktop,10,0,0,0,0
34830,8858,2025-12-09,Affiliate,Mobile,13,0,0,0,0
34831,1370,2025-06-01,Meta Ads,Desktop,3,0,0,0,0
34832,2937,2025-03-13,Meta Ads,Mobile,13,0,0,0,0
34833,7507,2025-11-22,Meta Ads,Mobile,4,0,0,0,0
34834,8956,2025-06-05,Meta Ads,Desktop,8,0,0,0,0
34835,,2026-03-31,Affiliate,Mobile,13,0,0,0,0
34836,7550,2025-12-22,Meta Ads,Desktop,6,0,0,0,0
34837,6033,2026-01-12,Email,Mobile,13,0,0,0,0
34838,114,2026-03-19,Google Ads,Mobile,13,1,0,0,0
34839,473,2026-01-12,Affiliate,Desktop,7,0,0,0,0
34840,1745,2025-02-27,Meta Ads,Desktop,5,0,0,0,0
34841,767,2026-01-07,Influencer,Desktop,1,0,0,0,1
34842,9936,2026-03-07,Affiliate,Desktop,10,1,1,0,0
34843,7217,2025-04-29,Meta Ads,Mobile,5,0,0,0,0
34844,824,2026-02-28,Google Ads,Mobile,13,1,0,0,0
34845,5337,2025-02-18,Meta Ads,Mobile,12,0,0,0,0
34846,5511,2026-02-23,Google Ads,Mobile,11,1,0,0,0
34847,2955,2025-08-18,Meta Ads,Mobile,12,1,0,0,0
34848,2412,2025-02-17,Affiliate,Mobile,4,0,0,0,0
34849,8233,2026-01-24,Influencer,Mobile,11,1,0,0,0
34850,9928,2025-03-29,Affiliate,Tablet,6,0,0,0,0
34851,,2025-05-21,Affiliate,Mobile,12,0,0,0,0
34852,,2026-06-24,Organic,Mobile,3,0,0,0,0
34853,2208,2025-04-27,Organic,Desktop,13,0,0,0,0
34854,,2025-08-05,Email,Mobile,3,0,0,0,0
34855,6896,2025-05-04,Affiliate,Mobile,6,0,0,0,0
34856,3116,2025-05-25,Organic,Mobile,4,1,1,0,0
34857,2549,2026-04-10,Affiliate,Mobile,6,0,0,0,0
34858,,2025-10-29,Meta Ads,Mobile,2,1,0,0,1
34859,9982,2025-03-25,Google Ads,Mobile,8,0,0,0,0
34860,4735,2025-08-09,Affiliate,Mobile,13,0,0,0,0
34861,,2025-05-27,Google Ads,Mobile,4,0,0,0,0
34862,6751,2025-11-30,Meta Ads,Mobile,6,0,0,0,0
34863,6400,2025-08-14,Organic,Mobile,2,0,0,0,1
34864,,2026-04-29,Email,Mobile,6,1,1,0,0
34865,3958,2025-09-26,Google Ads,Desktop,7,0,0,0,0
34866,,2025-10-06,Meta Ads,Mobile,3,0,0,0,0
34867,5699,2026-01-15,Affiliate,Mobile,13,0,0,0,0
34868,4500,2026-01-11,Google Ads,Mobile,4,1,1,0,0
34869,8741,2025-10-15,Google Ads,Desktop,9,0,0,0,0
34870,9335,2026-01-30,Email,Tablet,3,0,0,0,0
34871,5133,2026-03-26,Organic,Desktop,2,1,1,1,1
34872,,2026-03-13,Affiliate,Mobile,11,0,0,0,0
34873,,2026-04-30,Email,Desktop,13,0,0,0,0
34874,5320,2026-05-19,Google Ads,Mobile,4,1,0,0,0
34875,5860,2025-11-26,Affiliate,Mobile,4,0,0,0,0
34876,,2025-10-12,Email,Mobile,9,0,0,0,0
34877,,2025-09-25,Email,Mobile,11,0,0,0,0
34878,4997,2026-03-23,Email,Mobile,3,1,1,0,0
34879,6610,2026-04-17,Meta Ads,Mobile,2,0,0,0,1
34880,1502,2025-01-18,Google Ads,Mobile,12,0,0,0,0
34881,6354,2025-12-21,Affiliate,Mobile,8,1,0,0,0
34882,298,2025-12-12,Influencer,Desktop,12,0,0,0,0
34883,8582,2025-09-06,Email,Mobile,9,0,0,0,0
34884,27,2025-04-27,Meta Ads,Desktop,4,0,0,0,0
34885,4008,2025-11-03,Influencer,Mobile,9,1,0,0,0
34886,2126,2025-08-03,Meta Ads,Desktop,4,0,0,0,0
34887,3236,2025-06-29,Google Ads,Mobile,12,1,0,0,0
34888,6134,2026-06-15,Affiliate,Mobile,13,0,0,0,0
34889,2369,2025-06-14,Google Ads,Desktop,10,0,0,0,0
34890,,2026-04-15,Email,Desktop,5,0,0,0,0
34891,6785,2026-04-27,Organic,Desktop,4,0,0,0,0
34892,1507,2025-08-20,Email,Mobile,11,1,1,1,0
34893,2628,2026-04-02,Meta Ads,Tablet,5,0,0,0,0
34894,,2025-03-07,Meta Ads,Desktop,11,0,0,0,0
34895,,2026-03-02,Meta Ads,Mobile,5,0,0,0,0
34896,6264,2025-09-30,Influencer,Desktop,10,0,0,0,0
34897,4484,2025-07-30,Influencer,Mobile,8,0,0,0,0
34898,1254,2025-01-14,Organic,Mobile,6,1,0,0,0
34899,7398,2025-08-05,Organic,Mobile,7,1,1,1,0
34900,6148,2025-11-16,Email,Mobile,3,1,1,1,0
34901,1292,2026-05-28,Organic,Mobile,12,0,0,0,0
34902,4096,2025-02-12,Affiliate,Desktop,3,0,0,0,0
34903,4832,2026-03-09,Influencer,Desktop,12,0,0,0,0
34904,1289,2025-11-24,Email,Mobile,5,1,1,1,0
34905,,2025-05-25,Affiliate,Mobile,9,0,0,0,0
34906,,2025-06-23,Google Ads,Mobile,13,0,0,0,0
34907,3050,2025-10-23,Meta Ads,Mobile,3,0,0,0,0
